head_id,head_name,relation,tail_id,tail_name
D012460,sulphasalazine,CID,D005923,focal segmental glomerulosclerosis
D010672,phenytoin,CID,D001919,tachy- or bradycardia
C012052,amisulpride,CID,D013981,tic-like symptoms
D001241,aspirin,CID,D065630,diaphragmatic hernia
D001241,aspirin,CID,D000014,birth defects
D001241,aspirin,CID,D006345,ventricular septal defect
D008787,metoclopramide,CID,D016171,Torsades de pointes
D003042,cocaine,CID,D012206,rhabdomyolysis
D003042,cocaine,CID,D003645,sudden death
D003042,cocaine,CID,D003693,delirium
D006493,heparin,CID,D013923,thromboembolic
D006493,heparin,CID,D006470,HC
D005472,5-fluorouracil,CID,D000788,variant angina
D006046,gold,CID,D003872,dermatitis
D008625,Tiopronin,CID,D009393,nephritis
D008625,Tiopronin,CID,D003872,dermatitis
D010672,phenytoin,CID,D002526,cerebellum damage
D010672,phenytoin,CID,D010291,transient hemiparesis
D015237,prostaglandin F2 alpha,CID,D053201,bladder hyperactivity
D000638,amiodarone,CID,D017116,low back pain
D013390,Suxamethonium,CID,D063806,muscle pain
D007980,L-dopa,CID,D004421,tardive dystonia
D013307,streptomycin,CID,D015837,vestibulotoxicity
D020123,sirolimus,CID,D019559,capillary leak syndrome
D008148,lovastatin,CID,D009135,fibrous myopathy
D011814,quipazine,CID,D009069,Parkinson disability
D001058,apomorphine,CID,D001523,behavioral impairment
D013866,6-thioguanine,CID,D006504,Veno-occlusive liver disease
D007069,ifosfamide,CID,D001745,bladder damage
C027278,Renografin 76%,CID,D007022,hyper- or hypotension
C027278,Renografin 76%,CID,D008133,prolonged QT interval
D043343,testosterone propionate,CID,D011471,prostate cancer
D008770,N-methyl-N-nitrosourea,CID,D011471,prostate cancer
D009074,MSH,CID,D004421,tardive dystonia
D000324,ACTH,CID,D004421,tardive dystonia
C044650,imipenem/cilastatin,CID,D012640,seizures
D000638,amiodarone,CID,D004342,allergic reactions
D012293,rifampin,CID,D011507,proteinuria
D002752,chlorthalidone,CID,D007008,hypokalemia
D010121,oxytocin,CID,D007022,hyper- or hypotension
D005446,fluocinolone acetonide,CID,D009798,elevated intraocular pressure
D010665,phenylpropanolamine,CID,D009203,myocardial infarction
D018967,risperidone,CID,D010468,visual disturbances
D015725,Fluconazole,CID,D016171,Torsades de pointes
D008775,methylprednisolone,CID,D009135,fibrous myopathy
D000086,Acetazolamide,CID,D005862,Gerstmann syndrome
C076029,olanzapine,CID,D001714,mania
D006220,haloperidol,CID,D003072,impaired social and emotional judgement processes
D002939,ciprofloxacin,CID,D058186,acute renal failure
D010419,pentamidine,CID,D016171,Torsades de pointes
D008315,malondialdehyde,CID,D002545,cerebral ischaemia
D004456,echothiophate iodide,CID,D018908,weakness
D016190,carboplatin,CID,D058186,acute renal failure
D004967,estrogen,CID,D016889,endometrial cancer
D000728,androgen,CID,D020181,obstructive sleep apnea syndrome
D004737,enflurane,CID,D012640,seizures
C033706,tiazofurin,CID,D001927,encephalopathy
D006886,hydroxychloroquine,CID,D012164,pigmentary retinal deposits
D010121,oxytocin,CID,D014869,Water intoxication
D015738,Famotidine,CID,D003693,delirium
D007213,Indomethacin,CID,D007022,hyper- or hypotension
D000305,corticosteroids,CID,D012595,systemic sclerosis
D016559,tacrolimus,CID,D012595,systemic sclerosis
D008694,Methamphetamine,CID,D001714,mania
D008694,Methamphetamine,CID,D000987,antisocial personality disorder
D003520,cyclophosphamide,CID,D004487,swelling
C055162,clopidogrel,CID,D056486,hepatitis
D003907,RD,CID,D010523,Diseases of peripheral nerves
C400082,bortezomib,CID,D010523,Diseases of peripheral nerves
C006780,Bisphenol A,CID,D001008,anxiety
D007545,isoprenaline,CID,D066126,cardiotoxicity
D003907,RD,CID,D001855,myelosuppression
D003907,RD,CID,D020246,venous thrombosis
C467567,RD,CID,D001855,myelosuppression
C467567,RD,CID,D010523,Diseases of peripheral nerves
C467567,RD,CID,D020246,venous thrombosis
C107135,everolimus,CID,D000686,AL
C107135,everolimus,CID,D011507,proteinuria
C418563,tenofovir disoproxil fumarate,CID,D005198,Fanconi's syndrome
D013874,sodium pentothal,CID,D011183,postoperative delirium
D013874,sodium pentothal,CID,D003693,delirium
D008694,Methamphetamine,CID,D003866,depression
C098010,Linezolid,CID,D009901,optic neuropathy
C098010,Linezolid,CID,C531767,optic disc edema
C476513,levobupivacaine,CID,D002318,sinuatrial disease
C089750,Zolmitriptan,CID,D003329,coronary spasm
C089750,Zolmitriptan,CID,D054549,left ventricular apical ballooning syndrome
D018817,MDMA,CID,D020920,sleep disturbance
D018817,MDMA,CID,D010554,aggressive behavior
D018817,MDMA,CID,D003866,depression
D007980,L-dopa,CID,D006212,hallucinations
D003976,diazinon,CID,D006949,hyperlipidemia
D008775,methylprednisolone,CID,D009503,neutropenia
D008775,methylprednisolone,CID,D013921,HITT
D007069,ifosfamide,CID,D012640,seizures
D007069,ifosfamide,CID,D013226,status epilepticus
C051890,irinotecan,CID,D007674,nephropathy
C086816,desvenlafaxine,CID,D007177,inappropriate antidiuretic hormone secretion
C086816,desvenlafaxine,CID,D001008,anxiety
C086816,desvenlafaxine,CID,D007010,hyponatremia
C086816,desvenlafaxine,CID,D003221,Confusion
C086816,desvenlafaxine,CID,D009325,nausea
D016559,tacrolimus,CID,D012640,seizures
D009020,morphine,CID,D000647,amnesia
D013311,streptozotocin,CID,D007249,inflammation
D013311,streptozotocin,CID,D008569,impaired immediate free recall
D003287,contrast medium,CID,D058186,acute renal failure
D008727,Methotrexate,CID,D003072,impaired social and emotional judgement processes
D014148,tranexamic acid,CID,D004830,tonic-clonic seizures
D002045,bupivacaine,CID,D006323,cardiac asystole
D002045,bupivacaine,CID,D066126,cardiotoxicity
C065180,fluvastatin,CID,D015746,abdominal pain
C065180,fluvastatin,CID,D056486,hepatitis
C065180,fluvastatin,CID,D000855,anorexia
C065180,fluvastatin,CID,D009325,nausea
D015725,Fluconazole,CID,D000380,agranulocytosis
D015725,Fluconazole,CID,D013921,HITT
D015251,epirubicine,CID,D066126,cardiotoxicity
D015251,epirubicine,CID,D006333,heart failure
D010758,phosphorus,CID,D006505,acute hepatitis
D010758,phosphorus,CID,D002779,cholestasis
D010758,phosphorus,CID,D017114,acute liver failure
D020927,dexmedetomidine,CID,D019462,Vasovagal syncope
C069541,quetiapine,CID,D011595,agitation
D018817,MDMA,CID,D012893,sleep disturbance
D014635,valproic acid,CID,D003072,impaired social and emotional judgement processes
D014635,valproic acid,CID,D006212,hallucinations
D008614,Pethidine,CID,D002524,dysmetria
D008614,Pethidine,CID,D009325,nausea
C002752,norpethidine,CID,D012640,seizures
D008614,Pethidine,CID,D004401,dysarthria
D008614,Pethidine,CID,D014839,vomiting
D008614,Pethidine,CID,D007022,hyper- or hypotension
D007654,ketoconazole,CID,D003875,eruptions
C042288,Pilsicainide,CID,D016171,Torsades de pointes
C042288,Pilsicainide,CID,D016757,sudden cardiac death
D014212,All- trans-retinoic acid,CID,D009220,inflammatory myopathy
C104457,nelarabine,CID,D010523,Diseases of peripheral nerves
D014635,valproic acid,CID,D022124,hyperammonemia
D003907,RD,CID,D019115,Necrotising fasciitis
C400082,bortezomib,CID,D019115,Necrotising fasciitis
D004317,adriamycin,CID,D005355,fibrous myopathy
D004317,adriamycin,CID,D018487,left ventricular systolic and diastolic dysfunction
D003907,RD,CID,D005901,glaucomatous
D003907,RD,CID,D009410,neuronal death
D015742,propofol,CID,D001919,tachy- or bradycardia
D000638,amiodarone,CID,D001919,tachy- or bradycardia
D000638,amiodarone,CID,D007035,hypothermia
D000638,amiodarone,CID,D012131,respiratory depression
D006493,heparin,CID,D020246,venous thrombosis
D001058,apomorphine,CID,D012559,schizophrenic
D000661,amphetamine,CID,D012559,schizophrenic
D006220,haloperidol,CID,D012559,schizophrenic
D015283,citalopram,CID,D016171,Torsades de pointes
C106487,S-53482,CID,D005317,intrauterine growth retardation
C083440,S-23121,CID,D005317,intrauterine growth retardation
C083440,S-23121,CID,D064793,teratogenicity
C083440,S-23121,CID,D020964,embryolethality
C106487,S-53482,CID,D020964,embryolethality
C106487,S-53482,CID,D064793,teratogenicity
C083440,S-23121,CID,D006345,ventricular septal defect
C106487,S-53482,CID,D006345,ventricular septal defect
D010433,PTZ,CID,D008569,impaired immediate free recall
D010433,PTZ,CID,D007859,impairment of learning
D010433,PTZ,CID,D003072,impaired social and emotional judgement processes
D000157,aconitine,CID,D011041,poisoning
D000157,aconitine,CID,D066126,cardiotoxicity
D007545,isoprenaline,CID,D018487,left ventricular systolic and diastolic dysfunction
D013747,tetrabenazine,CID,D009459,neuroleptic malignant syndrome
D063325,tiapride,CID,D009459,neuroleptic malignant syndrome
D008790,metoprolol,CID,D001919,tachy- or bradycardia
C041359,terbinafine,CID,D001919,tachy- or bradycardia
D004977,ethambutol,CID,D011115,polyneuropathy
D004977,ethambutol,CID,D010292,paresthesia
D005485,flutamide,CID,D008569,impaired immediate free recall
C067431,letrozole,CID,D008569,impaired immediate free recall
D014031,tobramycin,CID,D058186,acute renal failure
C486464,telaprevir,CID,D012206,rhabdomyolysis
D013792,Thalidomide,CID,D010523,Diseases of peripheral nerves
C400082,bortezomib,CID,D009503,neutropenia
D013792,Thalidomide,CID,D013921,HITT
C400082,bortezomib,CID,D013921,HITT
D013792,Thalidomide,CID,D009503,neutropenia
D003907,RD,CID,D013921,HITT
D003907,RD,CID,D009503,neutropenia
D002945,Cisplatin,CID,D007683,acute tubular necrosis
D002945,Cisplatin,CID,D015431,weight loss
D005446,fluocinolone acetonide,CID,D002386,cataracts
D017311,amlodipine,CID,D004408,Dysguesia
D017291,Clarithromycin,CID,D012206,rhabdomyolysis
C049430,mivacurium,CID,D001049,desaturation
C049430,mivacurium,CID,C537417,Butyrylcholinesterase deficiency
D013390,Suxamethonium,CID,C537417,Butyrylcholinesterase deficiency
C039726,artesunate,CID,D000743,hemolytic anemia
D007545,isoprenaline,CID,D017202,myocardial ischemia
D007545,isoprenaline,CID,D020257,cardiac remodelling
C069541,quetiapine,CID,D009503,neutropenia
C069541,quetiapine,CID,D007970,leukopenia
C069541,quetiapine,CID,D005334,hyperthermia
D013256,steroid,CID,D010292,paresthesia
C030272,maleate,CID,D011507,proteinuria
C030272,maleate,CID,D009336,necrosis
C030272,maleate,CID,D007674,nephropathy
D003976,diazinon,CID,D008175,lung cancer
D052638,particulate matter,CID,D010300,Parkinson's disease
D010126,ozone,CID,D010300,Parkinson's disease
D002110,Caffeine,CID,D007674,nephropathy
D002110,Caffeine,CID,D005355,fibrous myopathy
D002110,Caffeine,CID,D005317,intrauterine growth retardation
C031763,"1,3-Butadiene",CID,D010677,Philadelphia chromosome
C051786,metolachlor,CID,D008224,follicular cell lymphoma
C051786,metolachlor,CID,D008113,liver tumors
D001152,inorganic arsenic,CID,D009369,tumor
D002725,chloroform,CID,D001145,cardiac arrhythmia
C024986,BaCl2,CID,D001145,cardiac arrhythmia
D008696,Dianabol,CID,D009136,muscular dystrophy
D014810,vitamin E,CID,D009136,muscular dystrophy
D014859,Warfarin,CID,D008171,lung toxicity
D014859,Warfarin,CID,D002806,stippled epiphyses
D017275,Isradipine,CID,D006261,headache
D017275,Isradipine,CID,D004244,Dizziness
D017275,Isradipine,CID,D005483,flushing of the face
D002110,Caffeine,CID,D014202,tremor
D002110,Caffeine,CID,D009325,nausea
D002110,Caffeine,CID,D001008,anxiety
D003035,cobalt,CID,D009202,myocardial injury
C020731,carbetocin,CID,D018457,retained placenta
C020731,carbetocin,CID,D014839,vomiting
C020731,carbetocin,CID,D006473,blood loss
C020731,carbetocin,CID,D015746,abdominal pain
C020731,carbetocin,CID,D006973,hyper- or hypotension
C020731,carbetocin,CID,D007022,hyper- or hypotension
D000638,amiodarone,CID,D016171,Torsades de pointes
D008558,melphalan,CID,D058186,acute renal failure
D003042,cocaine,CID,D001925,brain damage
D016578,crack cocaine,CID,D003320,Corneal ulcers
C026098,levetiracetam,CID,D053609,lethargy
D003932,heroine,CID,D020520,globus pallidus infarctions
D003042,cocaine,CID,D002545,cerebral ischaemia
D000431,AN,CID,D002544,Infarcts in substantia nigra pars reticulata
D000431,AN,CID,D020521,stroke
D008727,Methotrexate,CID,D058186,acute renal failure
D003000,clonidine,CID,D002375,parkinsonian catalepsy
D005283,fentanyl,CID,D002375,parkinsonian catalepsy
D009278,naphazoline,CID,D002375,parkinsonian catalepsy
D003061,codeine,CID,D002375,parkinsonian catalepsy
C009695,xylometazoline,CID,D002375,parkinsonian catalepsy
D011433,propranolol,CID,D006973,hyper- or hypotension
D004967,estrogen,CID,D006965,hyperplasia
D010672,phenytoin,CID,D003875,eruptions
D010672,phenytoin,CID,D008206,lymphadenopathy
D010672,phenytoin,CID,D012010,Pure red cell aplasia
D014031,tobramycin,CID,D053099,Azotemia
D002228,carbenicillin,CID,D053099,Azotemia
D015119,epsilon-aminocaproic acid,CID,D013345,subarachnoid hemorrhage
D015119,epsilon-aminocaproic acid,CID,D007674,nephropathy
D015119,epsilon-aminocaproic acid,CID,D013927,HITT
D015119,epsilon-aminocaproic acid,CID,D020767,intracranial vascular thrombosis
D015119,epsilon-aminocaproic acid,CID,D006973,hyper- or hypotension
D011433,propranolol,CID,D005317,intrauterine growth retardation
D005045,etomidate,CID,D010146,pain
D005280,fenoterol-hydrobromide,CID,D014202,tremor
D012312,ritodrine,CID,D014202,tremor
C000873,methylprednisolone acetate,CID,D015356,retinal artery and choriocapillaris occlusion
D002512,cephalothin,CID,D000743,hemolytic anemia
D007980,L-dopa,CID,D007008,hypokalemia
D010672,phenytoin,CID,D001927,encephalopathy
D000617,aminoglycosides,CID,D058186,acute renal failure
D007612,kanamycin,CID,D058186,acute renal failure
D008727,Methotrexate,CID,D010264,Paraplegia
D002217,carbachol,CID,D013610,tachy- or bradycardia
D002217,carbachol,CID,D006973,hyper- or hypotension
D003891,desipramine,CID,D006973,hyper- or hypotension
D015119,epsilon-aminocaproic acid,CID,D006943,hyperglycemia
D013752,tetracycline,CID,D005234,fatty change
D014750,vincristin,CID,D007049,sensory and motor dysfunction
D014750,vincristin,CID,D001927,encephalopathy
D002045,bupivacaine,CID,D001145,cardiac arrhythmia
D004958,17beta-estradiol,CID,D001145,cardiac arrhythmia
D011374,progesterone,CID,D001145,cardiac arrhythmia
D003676,desferrioxamine,CID,D051437,renal failure
D001971,bromocriptine,CID,D011618,psychosis
D014150,neuroleptic drugs,CID,D000568,amenorrhea
D014150,neuroleptic drugs,CID,D009839,oligomenorrhea
D014150,neuroleptic drugs,CID,D006966,hyperprolactinemic
D004976,Ethacrynic acid,CID,D012640,seizures
D001971,bromocriptine,CID,D009203,myocardial infarction
D008094,lithium,CID,D020820,movement abnormalities
D003024,clozapine,CID,D020820,movement abnormalities
D014750,vincristin,CID,D007177,inappropriate antidiuretic hormone secretion
D004077,digoxin,CID,D001145,cardiac arrhythmia
D012293,rifampin,CID,D006461,hemolysis
D015215,zidovudine,CID,D056486,hepatitis
D014859,Warfarin,CID,D020758,Thoracic hematomyelia
D005473,fluoxetine,CID,D001714,mania
D015248,gemfibrozil,CID,D009220,inflammatory myopathy
D008148,lovastatin,CID,D009220,inflammatory myopathy
D000305,corticosteroids,CID,D010382,peliosis
D000728,androgen,CID,D010382,peliosis
D000305,corticosteroids,CID,D006528,hepatocellular carcinomas
D000728,androgen,CID,D006528,hepatocellular carcinomas
D014294,trimethaphan,CID,D013610,tachy- or bradycardia
D002211,capsaicin,CID,D008413,mastitis
D005473,fluoxetine,CID,D010259,paranoia
D000639,amitriptyline,CID,D010259,paranoia
D004049,diethylcarbamazine,CID,D004660,encephalitis
D016595,misoprostol,CID,D003693,delirium
D019803,Oxidized glutathione,CID,D015427,reperfusion injury
D002927,cimetidine,CID,D007022,hyper- or hypotension
D003561,cytosine arabinoside,CID,D011115,polyneuropathy
D008727,Methotrexate,CID,D011115,polyneuropathy
D013852,thiotepa,CID,D011115,polyneuropathy
D003561,cytosine arabinoside,CID,D020258,neurotoxic
D008727,Methotrexate,CID,D020258,neurotoxic
D013852,thiotepa,CID,D020258,neurotoxic
D019806,cromakalim,CID,D007022,hyper- or hypotension
D020110,pinacidil,CID,D013610,tachy- or bradycardia
D019806,cromakalim,CID,D013610,tachy- or bradycardia
D020110,pinacidil,CID,D007022,hyper- or hypotension
D008528,mefenamic acid,CID,D009503,neutropenia
D008528,mefenamic acid,CID,D051437,renal failure
D008750,alpha-methyldopa,CID,D000743,hemolytic anemia
D003613,danazol,CID,D015430,weight gain
D003613,danazol,CID,D009120,muscle cramps
D003613,danazol,CID,D008599,Menstrual Disorders
C048279,chlorhexidine diphosphanilate,CID,D010146,pain
D002066,Busulfan,CID,D012640,seizures
D014403,d-tubocurarine,CID,D007022,hyper- or hypotension
D011441,propylthiouracil,CID,D008180,lupus erythematosus
D008713,Methimazole,CID,D047508,extensive hepatocellular necrosis
D011441,propylthiouracil,CID,D056486,hepatitis
D009543,nifedipine,CID,D013610,tachy- or bradycardia
D009543,nifedipine,CID,D001919,tachy- or bradycardia
D000661,amphetamine,CID,D012640,seizures
D004054,diethylstilbestrol,CID,D002292,renal cell carsinom
D001712,biperiden,CID,D001919,tachy- or bradycardia
D001712,biperiden,CID,D003680,dysphagia
D001712,biperiden,CID,D004401,dysarthria
D004737,enflurane,CID,D007022,hyper- or hypotension
D019793,fluorescein,CID,D004830,tonic-clonic seizures
D013327,strophanthidin,CID,D001145,cardiac arrhythmia
D010672,phenytoin,CID,D017093,hepatic failure
D010672,phenytoin,CID,D004342,allergic reactions
D010567,pertussis vaccine,CID,D001927,encephalopathy
D015474,13-cis-retinoic acid,CID,D014786,audiovisual toxicity
D015474,13-cis-retinoic acid,CID,D003318,corneal opacities
D015474,13-cis-retinoic acid,CID,D010211,papilledema
D015474,13-cis-retinoic acid,CID,D003231,conjunctivitis
D015474,13-cis-retinoic acid,CID,D011559,pseudotumor cerebri
D015474,13-cis-retinoic acid,CID,D014985,dry eyes
D015474,13-cis-retinoic acid,CID,D010787,photodermatitis
D017265,Procaterol,CID,D014202,tremor
D013806,theophylline,CID,D014202,tremor
D013806,theophylline,CID,D009325,nausea
D013806,theophylline,CID,D014839,vomiting
D010406,penicillins,CID,D000707,anaphylaxis
D014635,valproic acid,CID,D003704,dementia
D003520,cyclophosphamide,CID,D001745,bladder damage
D007545,isoprenaline,CID,D005355,fibrous myopathy
D010653,phenylbutazone,CID,D012640,seizures
D012980,sodium salicylate,CID,D012640,seizures
D005047,Etoposide,CID,D012640,seizures
D005047,Etoposide,CID,D010211,papilledema
D013827,thiabendazole,CID,D056486,hepatitis
D013827,thiabendazole,CID,D002779,cholestasis
D002121,calcium channel blockers,CID,D000855,anorexia
D002121,calcium channel blockers,CID,D004244,Dizziness
D002121,calcium channel blockers,CID,D004487,swelling
D002121,calcium channel blockers,CID,D006261,headache
D002121,calcium channel blockers,CID,D009325,nausea
D002121,calcium channel blockers,CID,D005483,flushing of the face
D011692,puromycin aminonucleoside,CID,D005923,focal segmental glomerulosclerosis
D011692,puromycin aminonucleoside,CID,D007676,chronic renal failure
D008528,mefenamic acid,CID,D007674,nephropathy
D009288,naproxen,CID,D006994,hypoaldosteronism
D009288,naproxen,CID,D006947,hyperkalemia
D007213,Indomethacin,CID,D006994,hypoaldosteronism
D005472,5-fluorouracil,CID,D007022,hyper- or hypotension
D005472,5-fluorouracil,CID,D018487,left ventricular systolic and diastolic dysfunction
D002945,Cisplatin,CID,D007022,hyper- or hypotension
D002945,Cisplatin,CID,D018487,left ventricular systolic and diastolic dysfunction
D002220,carbamazepine,CID,D000741,aplastic anemia
D007099,imipramine,CID,D006973,hyper- or hypotension
D001507,beclomethasone dipropionate,CID,D002180,oral candidiasis
D001507,beclomethasone dipropionate,CID,D006685,hoarseness
D000617,aminoglycosides,CID,D007674,nephropathy
D005481,hexafluorodiethyl ether,CID,D007035,hypothermia
D004176,dipyridamole,CID,D017202,myocardial ischemia
D002220,carbamazepine,CID,D015835,restricted right eye movement
D010424,pentobarbital,CID,D006333,heart failure
D002998,clonazepam,CID,D006970,Drowsiness
D002998,clonazepam,CID,D001259,ataxia
D013999,timolol,CID,D005221,tiredness
D013999,timolol,CID,D004244,Dizziness
D006852,hydrochlorothiazide,CID,D005221,tiredness
D006852,hydrochlorothiazide,CID,D004244,Dizziness
D006852,hydrochlorothiazide,CID,D018908,weakness
D013999,timolol,CID,D018908,weakness
D001241,aspirin,CID,D007674,nephropathy
D008012,Lidocaine,CID,D007022,hyper- or hypotension
D010862,pilocarpine,CID,D002375,parkinsonian catalepsy
C024986,BaCl2,CID,D009202,myocardial injury
C024986,BaCl2,CID,D006973,hyper- or hypotension
C026729,p-aminophenol,CID,D007683,acute tubular necrosis
D000082,paracetamol,CID,D007683,acute tubular necrosis
D009020,morphine,CID,D012640,seizures
D014750,vincristin,CID,D018805,sepsis
D014750,vincristin,CID,D007970,leukopenia
D014750,vincristin,CID,D011552,Pseudomonas infections
D005479,flurazepam,CID,D012640,seizures
D004966,conjugated estrogens,CID,D059373,Mastodynia
D017258,Medroxyprogesterone acetate,CID,D059373,Mastodynia
D016572,cyclosporin,CID,D007239,infection
D001379,azathioprine,CID,D007239,infection
D003900,deoxycorticosterone,CID,D006973,hyper- or hypotension
D004221,disulfiram,CID,D056486,hepatitis
D011796,quinacrine hydrochloride,CID,D006332,cardiomegaly
D011796,quinacrine hydrochloride,CID,D003328,coronary thrombosis
D011433,propranolol,CID,D012848,sinoatrial block
D011433,propranolol,CID,D001146,Alternating sinus rhythm
D004317,adriamycin,CID,D006876,hydrothorax
D013999,timolol,CID,D007022,hyper- or hypotension
D010862,pilocarpine,CID,D001919,tachy- or bradycardia
D010862,pilocarpine,CID,D007022,hyper- or hypotension
D014700,verapamil,CID,D001145,cardiac arrhythmia
C034868,CPDD,CID,D000740,anemia
C034868,CPDD,CID,D007674,nephropathy
C034868,CPDD,CID,D005767,gastrointestinal disorder
D003276,Oral contraceptives,CID,D000784,dissecting aneurysm
D015764,bepridil,CID,D001919,tachy- or bradycardia
D008733,methoxyflurane,CID,D000141,renal tubular acidosis
D008733,methoxyflurane,CID,D056486,hepatitis
D012293,rifampin,CID,D013921,HITT
D012293,rifampin,CID,D007683,acute tubular necrosis
D000255,ATP,CID,D007022,hyper- or hypotension
C006753,Endografine,CID,D015746,abdominal pain
C025504,Dimer-X,CID,D004244,Dizziness
C025504,Dimer-X,CID,D009325,nausea
D013390,Suxamethonium,CID,D010146,pain
D009638,norepinephrine,CID,D013035,spasm
D011803,quinine,CID,D015845,tonic pupillary
D011803,quinine,CID,D000550,amblyopia
D011803,quinine,CID,D001766,blindness
D007213,Indomethacin,CID,D051437,renal failure
D005045,etomidate,CID,D009325,nausea
D005045,etomidate,CID,D014839,vomiting
D005045,etomidate,CID,D012140,respiratory upset
D005045,etomidate,CID,D011605,psychoses
D005473,fluoxetine,CID,D004409,hyper- or dyskinetic
D014295,trimethoprim,CID,D008107,hepatic impairment
D015662,co-trimoxazole,CID,D008107,hepatic impairment
D002506,cephalexin,CID,D008107,hepatic impairment
D002506,cephalexin,CID,D013262,Stevens-Johnson syndromes
D015662,co-trimoxazole,CID,D013262,Stevens-Johnson syndromes
D017239,paclitaxel,CID,D012678,loss of pinprick sensation
D017239,paclitaxel,CID,D006402,hematotoxicity
D008140,lorazepam,CID,D009207,myoclonus
D002220,carbamazepine,CID,D004802,eosinophilia
D002220,carbamazepine,CID,D009205,hypersensitivity myocarditis
D002945,Cisplatin,CID,D014839,vomiting
D017829,granisetron,CID,D006261,headache
D002945,Cisplatin,CID,D009325,nausea
D014700,verapamil,CID,D054537,AV block
D003000,clonidine,CID,D054537,AV block
D001534,bemegride,CID,D012640,seizures
D018170,sumatriptan,CID,D009203,myocardial infarction
D003975,diazepam,CID,D012640,seizures
D001127,arginine vasopressin,CID,D006973,hyper- or hypotension
D005473,fluoxetine,CID,D006948,hyper- or dyskinetic
D005473,fluoxetine,CID,D003693,delirium
D003561,cytosine arabinoside,CID,D003967,diarrhea
D003561,cytosine arabinoside,CID,D005334,hyperthermia
D003561,cytosine arabinoside,CID,D011654,pulmonary edema
D003561,cytosine arabinoside,CID,D058186,acute renal failure
D003561,cytosine arabinoside,CID,D015430,weight gain
D003561,cytosine arabinoside,CID,D012769,shock
D003561,cytosine arabinoside,CID,D007964,Leukocytosis
D003561,cytosine arabinoside,CID,D000138,metabolic acidosis
D003042,cocaine,CID,D017202,myocardial ischemia
D003042,cocaine,CID,D003329,coronary spasm
D004837,epinephrine,CID,D017180,ventricular tachycardia
D002117,Calcitriol,CID,D051437,renal failure
D013392,sucralfate,CID,D010437,peptic ulcer disease
D002118,Calcium,CID,D000471,metabolic alkalosis
D000468,alkali,CID,D051437,renal failure
D000468,alkali,CID,D000471,metabolic alkalosis
D002119,Calcium carbonate,CID,D000471,metabolic alkalosis
D009853,omeprazole,CID,D010437,peptic ulcer disease
D000468,alkali,CID,D006934,hypercalcemia
D002117,Calcitriol,CID,D000471,metabolic alkalosis
D002118,Calcium,CID,D006934,hypercalcemia
D002119,Calcium carbonate,CID,D051437,renal failure
D002118,Calcium,CID,D051437,renal failure
D000639,amitriptyline,CID,D001927,encephalopathy
D012601,scopolamine,CID,D007859,impairment of learning
D001058,apomorphine,CID,D000647,amnesia
D002245,carbon dioxide,CID,D006935,hypercapnia
D016291,dizocilpine maleate,CID,D012640,seizures
D002955,folinic acid,CID,D009503,neutropenia
D005472,5-fluorouracil,CID,D009503,neutropenia
D013015,"d,l-sotalol",CID,D016171,Torsades de pointes
D008727,Methotrexate,CID,D003711,demyelinating disorder
D008727,Methotrexate,CID,D009336,necrosis
D014212,All- trans-retinoic acid,CID,D013927,HITT
D014212,All- trans-retinoic acid,CID,D058186,acute renal failure
D004053,diethylpropion,CID,D001714,mania
D007052,ibuprofen,CID,D010146,pain
D017294,ondansetron,CID,D003865,MDP
D004280,dobutamine,CID,D006973,hyper- or hypotension
D000420,salbutamol,CID,D001145,cardiac arrhythmia
D008094,lithium,CID,D006944,Hyperosmolar nonketotic coma
D003042,cocaine,CID,D018487,left ventricular systolic and diastolic dysfunction
D006493,heparin,CID,D000505,Alopecia
D006493,heparin,CID,D010024,osteoporosis
D006493,heparin,CID,D004342,allergic reactions
D006493,heparin,CID,D004802,eosinophilia
D006493,heparin,CID,D012871,skin eruptions
D019469,indinavir,CID,D014514,ureteric calculi
D018170,sumatriptan,CID,D017091,Ischemic colitis
D008774,methylphenidate,CID,D009459,neuroleptic malignant syndrome
D000109,acetylcholine,CID,D007022,hyper- or hypotension
C040442,helodermin,CID,D007022,hyper- or hypotension
D016572,cyclosporin,CID,D005885,gingival hyperplasia
D016572,cyclosporin,CID,D006973,hyper- or hypotension
D009543,nifedipine,CID,D005885,gingival hyperplasia
D004280,dobutamine,CID,D016171,Torsades de pointes
D003287,contrast medium,CID,D010146,pain
D003287,contrast medium,CID,D003875,eruptions
D003287,contrast medium,CID,D004417,dyspnea
D003287,contrast medium,CID,D014474,loss of consciousness
D005472,5-fluorouracil,CID,D022124,hyperammonemia
D005472,5-fluorouracil,CID,D001927,encephalopathy
C065757,Meloxicam,CID,D004342,allergic reactions
C065757,Meloxicam,CID,D056486,hepatitis
D017330,remoxipride,CID,D000741,aplastic anemia
D001554,benzene,CID,D000741,aplastic anemia
D004280,dobutamine,CID,D018487,left ventricular systolic and diastolic dysfunction
D004280,dobutamine,CID,D017682,myocardial stunning
D006493,heparin,CID,D006947,hyperkalemia
D006493,heparin,CID,D011317,priapism
D006493,heparin,CID,D006994,hypoaldosteronism
D016559,tacrolimus,CID,D009901,optic neuropathy
D008094,lithium,CID,D006934,hypercalcemia
C059765,amphotericin B-sodium deoxycholate,CID,D007683,acute tubular necrosis
D013411,sulfadiazine,CID,D007669,renal calculi
D013411,sulfadiazine,CID,D058186,acute renal failure
