PMID,Sentence
12199501,"The parsnip webworm, Depressaria pastinacella, exhibits limited physiological resistance to furanocoumarin toxins in its principal host, the wild parsnip, Pastinaca sativa."
27058575,"In addition, the antiinflammatory effect of the formulation cream at 20% caused a reduction in inflammation at 5 hours after carrageenan application compared with diclofenac at 1% (60.4%; 45.65%; respectively)."
27058575,A slight potential peripheral analgesia was noted in plantar test in treated rats with cream (20 s).
35576529,"Here, we evaluated the safety and tolerability of multiple ascending doses of mitapivat in adults with SCD (HbSS) with no recent blood transfusions or changes in hydroxyurea (HU) or L-glutamine therapy."
35576529,Two VOCs occurred during drug taper and were possibly drug-related; no other SAEs were drug-related.
35576529,"Mean reductions in hemolytic markers and dose-dependent decreases in 2,3-DPG and increases in ATP were also observed."
35147699,Zolpidem tartrate is a sedative-hypnotic drug used for the short-term treatment of insomnia in adults and its use has been implicated in many suicide cases worldwide.
35147699,"Fresh chopped liver of buffalo Bubalus bubalis (Artiodactyla: Bovidae) containing different concentrations of Zolpidem tartrate was given to S. ruficornis larvae to evaluate the effect of Zolpidem tartrate on the developmental rate of the different stages, life cycle duration, and the morphological parameters."
35147699,"Thus, when Zolpidem tartrate may be the cause of death, the entomological evidence needs to be analyzed so it takes zolpidem-related changes to the mPMI into account."
27291138,"Recent evidences show that activation of serotonin 2A receptors (5-HT2A R) by agonists is significant in improving therapeutic activity of disease conditions, such as obsessive-compulsive disorder (OCD)."
27291138,"Several other reports have also demonstrated association of OCD with lower dopamine receptor (D2 R) availability, primarily in the striatum of the brain along with dysfunction of 5-HT2A R-D2 R heteromer regulation."
27291138,We indicate this enhanced 5-HT2A R and D2 R expression and their interaction to induce increased 5-HT2A R-D2 R heteromer formation by exposure to AE might provide a molecular mechanism to develop potential novel drug candidates to ameliorate OCD symptoms.
34324984,"LL-37, a well-known antimicrobial human peptide, is a cationic peptide that provides an important antimicrobial defense mechanism in damaged skin."
34324984,These results suggested that LL-37 fragment peptide analog (CKR12)-linked PLGA conjugate micelles could be useful in the development of cancer therapeutics.
32434917,"Moreover, whether plant strengtheners that enhance insect resistance actually enhance crop yields is often unclear."
32434917,We demonstrate that 4-FPA also increases the resistance of other major cereals such as wheat and barley to piercing-sucking insect pests.
32434917,"We postulate that this represents a conserved defense mechanism of plants against piercing-sucking insect pests, at least in cereals."
31483604,"Taking cues from the body's own defense mechanism against infection and blood clotting (thrombosis) via the endogenous gasotransmitter nitric oxide (NO), both of these issues are addressed through the development of a layered S-nitroso-N-acetylpenicillamine (SNAP)-doped polymer with a blended selenium (Se)-polymer interface."
31483604,"The SNAP-Se-1 efficiently inhibited the growth of bacteria and reduced platelet adhesion while showing minimal cytotoxicity, thus potentially eliminating the risks of systemic antibiotic and blood coagulation therapy."
18005058,"We show for the first time that brains from Fmr1-knockout mice, a validated model for the syndrome, display higher levels of reactive oxygen species, nicotinamide adenine dinucleotide phosphate (NADPH)-oxidase activation, lipid peroxidation and protein oxidation than brains from wild-type mice."
18005058,"Furthermore, the antioxidant system is deficient in Fmr1-knockout mice, as shown by altered levels of components of the glutathione system."
18005058,FMR1-knockout mice lacking Fragile X mental retardation protein were compared with congenic FVB129 wild-type controls.
18074300,"There were also no differences in blood lactate, creatine kinase, reaction time or feelings of fatigue between the treatments."
33849704,"Naldemedine is the newest orally available, peripherally selective μ-opioid receptor antagonist blocker approved for opioid-induced constipation (OIC) treatment in adult patients."
33849704,"On the other hand, some patients have insufficient OIC control even with naldemedine."
33849704,The effect of naldemedine was determined according to the degree of constipation.
33849704,Multivariate ordered logistic regression analysis was conducted to identify factors affecting the effect of naldemedine.
33849704,"Use of naldemedine within 2 days of opioid initiation [odds ratio (OR) =0.346, 95% confidence interval (CI) =0.173-0.693; P = 0.003], concomitant use of anticholinergics (OR = 2.033, 95% CI = 1.150-3.594; P = 0.015), tramadol (OR = 0.488, 95% CI = 0.250-0.953; P =0.036), and chronic non-cancer pain (OR = 0.429, 95% CI = 0.197-0.937; P = 0.034) were identified as significant factors related to the effect of naldemedine."
33517900,The most common adverse event (AE) associated with opioid analgesics is opioid-induced constipation (OIC).
33517900,Naldemedine (NAL) is widely used for the treatment of OIC.
33517900,"However, diarrhea has been reported as the most common treatment-emergent AE of NAL, and little is known about the risk factors associated with the development of diarrhea during NAL administration."
34334493,"Naldemedine (NAL), a peripherally acting μ-opioid receptor antagonist, is effective for opioid-induced constipation (OIC)."
34334493,"The results of multiple logistic regression analyses identified the administration of opioid analgesics for 8 d or longer before the initiation of NAL (odds ratio (OR): 2.20, 95% confidence interval (95% CI): 1.04-4.64, p = 0.039), the combination of a laxative (OR: 2.22, 95%CI: 1.03-4.81, p = 0.042), and the combination of CYP3A4 inhibitors (strong/moderate) (OR: 2.80, 95%CI: 1.02-7.67, p = 0.045) as risk factors."
34334493,"Furthermore, diarrhea may be controlled by the initiation of NAL within 7 d of opioid analgesics and, where possible, the discontinuation of or change in the combination of moderate or strong CYP3A4 inhibitors."
12500101,"The following experiments were performed to determine whether acamprosate could compete with trnas-ACPD (+/--1-aminocyclopentane-trans-1,3-dicarboxylic acid, an equimolecular mixture of 1S, 3R and 1R, 3S-ACPD and an agonist at both group I and group II mGluRs) sensitive binding sites and protect against trans-ACPD-induced neurotoxicity in organotypic hippocampal slice cultures."
25158972,"In this study the role of carnosine and related neuron specific naturally-occurring endogenous imidazole-containing dipeptide pharmacoperones (N-acetylcarnosine, carcinine) is revealed presently in a surprisingly large amounts in long-lived human tissues to correct conformational abnormalities leading to distinct neurodegeneration and age-related disease states, treating cognitive deficits, depression and intellectual disabilities."
25158972,"Timing of carnosine present in the chicken broth, the specific patented nutraceutical composition (Can-C Plus™), 1% N-acetylcarnosine lubricant eye drops or 1% carcinine lubricant eye drops formulations are important targeting posology vehicles that are involved in many CNS functions through the central brain histamine system including the vision enhancement functions, physiological regulation of cognitive functions, arousal; anxiety; activation of the sympathetic nervous system; the stress-related release of hormones from the pituitary and of central aminergic neurotransmitters; antinociception; water retention and suppression of eating."
25158972,"The roles for the carnosine-stimulated/mediated neuronal histamine system are proposed as a danger and physiological response system active in protection from neurodegenerative diseases and in management of cognitive deficits, depression and intellectual disabilities."
31213235,"The detection of IVM resistance in Oesophagostomum species worms for the first time in UK pigs is particularly important considering the global situation where resistance to pyrantel, levamisole and benzimidazole anthelmintics in Oesophagostomum species in pigs have already been reported."
30210529,"Mitochondrial dysfunction (MD) has been identified in lymphocytes, fibroblasts and brain samples from adults carrying a 55-200 CGG expansion in the fragile X mental retardation 1 (FMR1) gene (premutation; PM); however, limited data are available on the bioenergetics of pediatric carriers."
30210529,"Here we discuss a case report of three PM carriers: two monozygotic twins (aged 8 years) harboring an FMR1 allele with 150-180 CGG repeats, with no cognitive or intellectual issues but diagnosed with depression, mood instability and ADHD, and their mother (asymptomatic carrier with 78 CGG repeats)."
30210529,"Fibroblasts and lymphocytes from the twins presented a generalized OXPHOS deficit, altered mitochondrial network, accumulation of depolarized mitochondria, and increased mitochondrial ROS production, outcomes distinct and more severe than the mother's ones, suggesting the involvement of modulatory effects mediated by CGG expansion, X-activation ratio, sex hormones and epigenetic factors (chronic inflammation, consequence of Lyme disease)."
23292617,Affected patients with hypogonadism have unnaturally low amounts of sex hormones that produce male and female sex characteristics.
30050437,"Recent studies suggest that L-3-n-butylphthalide (NBP), an extract from the seeds of Apium graveolens Linn. (Chinese celery), ameliorates cognitive dysfunction in ischemia and/or Alzheimer's disease animal models."
30050437,The possible underlying mechanisms may be associated with the protective role of NBP in reducing neuronal loss and in restoring the expression of neural synaptic proteins such as postsynaptic density protein 95 (PSD95) and glutamic acid decarboxylase 65/67 (GAD65/67).
28202132,"Platelet reactivity among black patients with acute coronary syndrome (ACS) on ticagrelor, however, is unknown."
28202132,Our objective was to compare platelet reactivity in black versus white patients with ACS treated with ticagrelor.
28202132,"We conducted a prospective, pharmacodynamic study of 29 black patients with ACS treated with ticagrelor."
19224410,"Despite the recent progress in the pharmacological treatment of obsessive-compulsive disorder (OCD)--especially with high doses of serotonin reuptake inhibitors, alone or in combination with low doses of antipsychotics--a non-negligible proportion of patients remains refractory to it."
19224410,"We report on the case of a female inpatient with OCD, whereby the adjunction of tiagabine, a selective GABA reuptake inhibitor at 15 mg/day, to a fluvoxamine (400 mg/day)-risperidone (1 mg/day) combination led to the patient's marked improvement as reflected in the reduction by almost 47% of her score on the Yale-Brown Obsessive Compulsive Scale."
19224410,"With respect to tiagabine's specifically anti-OCD mechanism of action, we note that enhanced inhibitory GABAergic neurotransmission slows down excitatory glutamatergic transmission in the cortico-striato-thalamic system, which presumably constitutes the core pathophysiological mechanism of OCD symptoms."
26184920,Congenital adrenal hyperplasia (CAH) is a chronic condition and individuals are exposed to elevated androgen levels in utero as a result of the endogenous cortisol deficiency.
26184920,"Prenatal androgen exposure has been suggested to influence mental health, but population based studies on psychiatric morbidity among girls and women with CAH are lacking."
26184920,Girls and women with CAH due to 21-hydroxylase deficiency (n = 335) born between January 1915 and January 2010 were compared with aged-matched female (n = 33500) and male controls (n = 33500).
26184920,"Analyses were stratified by phenotype [salt wasting (SW), simple virilizing (SV), and non-classical type (NC)] and by CYP21A2 genotype subgroups (null, I2splice, I172N, and P30L)."
26184920,"Any psychiatric diagnoses were more common in CAH females compared with female and male population controls [1.9 (1.4-2.5), and 2.2 (1.7-2.9)]."
34505919,Impaired glucose tolerance (IGT) is a pathophysiological condition characterized by insulin resistance with known metabolic consequences such as postprandial hyperglycemia and hypertriglyceridemia.
34505919,We hypothesized that fortifying a meal with mushrooms rich in β-glucans may diminish glucose and triglyceride responses by improving postprandial gastrointestinal hormone release.
34822996,"This study aimed to evaluate the effects of a synbiotic composite an extract from a by-product of king oyster mushroom, Pleurotus eryngii (KOME), and probiotic Lactobacillus plantarum 7-40 on the growth performance and health status of white shrimp, Litopenaeus vannamei."
34822996,"In the intestinal tract, lactic acid bacteria count was significantly higher in the SYN group, whereas the Vibrio-like bacteria count was significantly higher in the ME group than in the control group."
34690095,"The emergence of resistance to commonly used antibiotics by human infections occurred mostly due to their overuse, that prompted individuals to pursue novel and innovative treatments."
35028874,"We retrospectively evaluated the levels of vitamin B12 at diagnosis in 203 patients with RVO, and in a parallel cohort of 120 age- and sex-matched patients without RVO from an internal medicine ward, and correlated them with visual outcome at follow-up (median time 150 days, IQR 30-210)."
35028874,"In patients with RVO, vitamin B12 levels at diagnosis were significantly lower than in controls and independently predicted worse clinical outcome at multivariate analysis (OR 3.2; CIs 1.2-8.2; p = 0.015)."
35028874,Our data suggest the opportunity to prospectively evaluate the effect on visual outcome of cyanocobalamin supplementation in RVO patients.
32766240,The present study aimed to determine whether icariin could attenuate type 1 diabetic nephropathy (T1DN) induced by streptozotocin (STZ) after 4 weeks or not.
32766240,"Therefore, its therapeutic effect on diabetic kidney disease was investigated in view of reactive oxygen (ROS) and extracellular matrix (ECM) generation in human glomerular mesangial cells under high glucose."
32766240,"The results showed that T1DN can be significantly inhibited by oral icariin, evidenced by improvement of 24 h urinary volume, 24 h proteinuria, microalbuminuria, and histopathological changes of kidney."
32766240,"It acted as a GPER activator, increased dissociation of Nrf2/Keap1 complexes, combination of Keap1/p62 complexes, Nrf2 translocation to nuclear, Nrf2/ARE DNA binding activity, and ARE luciferase reporter gene activity in glomerular mesangial cells."
32766240,"Taken together, the present study demonstrated that the therapeutic effects of icariin on type 1 diabetic nephropathy in rats via GPER mediated p62-dependent Keap1 degradation and Nrf2 activation."
35364760,The TryR enzyme is essential for the survival of Leishmania parasites in the host as it reduces trypanothione and aids in neutralizing hydrogen peroxide produced by the host macrophages during infection.
23105731,"Reactive oxygen species such as superoxide anions, hydrogen peroxide and hydroxyl radicals are generated as a host defense mechanism for killing of engulfed Leishmania donovani, a causative agent of visceral leishmaniasis, are capable of damaging lipids and other biomolecules when produced in excess."
23105731,The study included twenty-five Visceral leishmaniasis patients and they were followed up after their complete chemotherapy with antileishmanial drugs (sodium stibogluconate) for 30 days.
23105731,GSH levels in erythrocytes of visceral leishmaniasis patients were increased in spite of significant increased erythrocyte MDA as compared to controls.
23105731,We concluded that visceral leishmaniasis patients are in oxidative stress which most likely induces the endogenous antioxidant such as GSH or its poor utilization by cells.
35051813,The free fatty acid receptor 1 (FFA1/GPR40) and peroxisome proliferator-activated receptor δ (PPARδ) have been widely considered as promising targets for type 2 diabetes mellitus (T2DM) due to their respective roles in promoting insulin secretion and improving insulin sensitivity.
32669864,Gestational diabetes mellitus (GDM) is a disorder of glucose metabolism that occurs or is found for the first time during pregnancy.
32669864,GDM is very harmful and urgently needs drug treatment to improve pregnancy outcome.
32669864,"PPARδ is involved in a variety of biological processes related to glycolipid metabolism in the body, suggesting that it may be closely related to insulin resistance and impaired glucose tolerance."
32669864,The role of PPARδ agonist GW501516 in gestational diabetes has not been studied.
2858868,"While quipazine may induce in neonates some components of the adult ""serotonergic syndrome"" [8], there are some clear age differences in the response patterns."
30337036,Biofeedback therapy and anal sphincter botulinum toxin injection can be considered for children with a rectal evacuation disorder.
30337036,"Surgical management of constipation includes the use of antegrade continence enemas, sacral nerve stimulation, and colonic resection."
9247234,Injection of botulinum toxin into the internal anal sphincter (IAS) should theoretically produce the same functional result as anal myectomy without permanent sphincter injury.
9247234,"Postinjection incontinence occurred in three children, but resolved after several weeks in the one who did not have encopresis before botulinum toxin injection."
9247234,These preliminary results suggest that botulinum toxin may represent a less invasive alternative to anal myectomy for children who have severe constipation after surgery for Hirschsprung's disease.
23276898,The patient had ingested the attention-deficit disorder medication dextroamphetamine before engaging in intense physical exercise with subsequent consumption of 3 alcoholic beverages before developing symptoms.
23276898,The patient's creatine kinase levels remained elevated for 8 days with constant severe pain under standard treatment for rhabdomyolysis.
23276898,"In patients with risk factors for rhabdomyolysis, the use of dextroamphetamine should be monitored closely."
23276898,"Outside our findings, there is no literature linking dextroamphetamine with rhabdomyolysis at nontoxic concentrations or with use of the supplement caffeine containing weight loss supplement, Hydroxycut."
23276898,The authors believe that further research into the potential role of dextroamphetamine use in the setting of other risk factors for rhabdomyolysis is warranted.
418446,"Manifestations of CNS-suppressing action of either drug (e.g., systemic muscle relaxation, motor incoordination, staggering gait, and ptosis) persisted day and night during the drug medication."
418446,"Twenty-four to 48 h after withdrawal of either drug, abstinence symptoms (e.g., muscle fasciculation, nuchal twitching, vocalization, increased irritability, ataxia, hyperthermia, and clonic-tonic and grand mal-type convulsions) were evidenced in all animals (N = 6), some of which died after convulsions."
32593240,"A decrease in cognitive functions up to the development of dementia in the elderly is associated with a decrease in the blood level of polyunsaturated fatty acids, especially Omega-3, which occurs against the background of oxidative stress."
32593240,"The paper presents a comparative analysis of the spectrum of polyunsaturated fatty acids and the activity of individual components of the enzymatic antioxidant system in the blood of elderly people with impaired cognitive performance to the level of «mild cognitive decline» (MCI AD, prodromal Alzheimer's disease) or vascular etiology (MCI VaD, prodromal vascular dementia) compared with older people without signs of cognitive impairment."
32593240,"In patients with AD MCI, a sharp decrease in the concentration of arachidonic acid (Omega-6) was detected compared with patients with MCI VaD and the control group."
32593240,The decrease in the activity of the antioxidant enzymatic system and the decrease in polyunsaturated fatty acids due to their peroxidation revealed in this study indicate an intensification of the OS processes in patients with impaired cognitive functions.
32593240,The question of the pathogenetic role of arachidonic acid in patients predisposed in the future to the development of AD is discussed.
32176647,Oxylipins generated from the cytochrome P450 pathway are enzymatically converted to diols by soluble epoxide hydrolase (sEH); sEH products have been associated with small vessel ischemic disease.
32176647,Little is known about oxylipins' impact on markers of dementia risk.
31645469,The associations between trans fatty acids and dementia have been unclear.
31645469,"We investigated the prospective association between serum elaidic acid (trans 18:1 n-9) levels, as an objective biomarker for industrial trans fat, and incident dementia and its subtypes."
34166298,Tamoxifen is a selective estrogen receptor modulator widely used for treatment and prevention of estrogenic receptor-positive breast cancer.
34166298,"Tamoxifen is an object of growing interest in psychopharmacology as an antimanic drug, because it inhibits the protein kinase C, a molecular target of bipolar disorder."
34166298,"Consistently, the potential depressive effect of tamoxifen has been repeatedly reported."
27585851,Tamoxifen has demonstrated some efficacy has a therapeutic for bipolar mania and is believed to exert these effects through inhibition of protein kinase C (PKC).
27585851,"As the symptoms of amphetamine treatment in rodents are believed to mimic the symptoms of a manic episode, many of the preclinical studies for this indication have demonstrated that tamoxifen inhibits amphetamine action."
27585851,The amphetamine-induced increase in extracellular dopamine which gives rise to the 'manic' effects is due to interaction of amphetamine with the dopamine transporter.
27585851,"Finally, we will present our hypothesis that tamoxifen, or an analog, could be used therapeutically to reduce amphetamine abuse in addition to treating mania."
8022906,Behavioral structure-activity tests indicated that L-pipecolate was the only effective agonist of the L-proline conditioned response.
8022904,Olfaction rather than taste was involved in the conditioned response to L-proline because the highest possible contact concentration (3 x 10(-6) M) of L-proline within the stimulus eddies was at least 30 times lower than the estimated L-proline electrophysiological taste threshold (> 10(-4) M).
29054014,"Head shakes during FST, which were fewer in females than in males, were reduced by castration in males and by letrozole treatment in ovariectomized females, suggesting a role of testosterone and extra-gonadal estrogens in the expression of this behavior."
33301860,Breast cancer (BC) cell de-sensitization to Tamoxifen (TAM) or other selective estrogen receptor (ER) modulators (SERM) is a complex process associated with BC heterogeneity and the transformation of ER signalling.
33301860,"During TAM/SERM treatment, epigenetic mechanisms can effectively silence ER expression and facilitate the development of endocrine resistance."
33301860,This review examines recent advances in the epigenetic regulation of endocrine drug resistance and evaluates novel anti-resistance strategies.
35563749,High inflammatory response was found to be responsible for oxidative-stress-mediated apoptosis of GCs and nodes towards the involvement of the NF-κB pathway and repression of the Nrf2 pathway.
35563749,"The background working of the AMPK pathway through upregulation of AKT1, AMPK,&amp;nbsp;SIRT1, PYGM, SLC2A4 and SERBP1 genes, and downregulation of PPARGCIA, IGF2,&amp;nbsp;PPARA, SLC27A3, SLC16A3, TSC1/2, KCNJ2, KCNJ16, etc., evidence the repression of cellular transcriptional activity and energetic homeostasis modifications in response to heat stress."
14735921,"Vaccination with bacterial auxotrophs, particularly those with an interruption in the common pathway of aromatic amino-acid biosynthesis, known as the shikimate pathway, has been shown to be effective in the prevention of a variety of bacterial diseases."
14735921,"piscicida, the aroA gene of the shikimate pathway was identified from a P. damselae subsp."
14735921,The complementing plasmid was isolated and the nucleotide sequence of the P. damselae subsp.
14735921,Subsequent analysis of the DNA-sequence data demonstrated that the identified plasmid contained 3464 bp of P. damselae subsp.
14735921,"The sequence data was used to delete a 144 bp MscI fragment, and the kanamycin resistance gene (kan) from transposon Tn903 was ligated into the MscI site."
19955499,Obstructive sleep apnea (OSA) is a common form of sleep-disordered breathing in which brain serotonin dysfunction may play a role.
19955499,The present study sought to determine whether abstinent recreational MDMA users have an increased prevalence of OSA.
34089090,"The his-tagged recombinant Microbacterium esterase of E. coli BL21 (DE3)/pET21a-EstSIT01 was first immobilized on MCS-NTA-Ni by affinity fixation, giving high immobilization yield (90.1%) and enzyme loading (120 mg/g)."
7286129,"Such interactions and/or the stereoselective sulfur-metal ion coordination could be the means for a correct 'fixation' of the biotinyl moiety at the surface of a protein, thus creating the active enzyme-substrate complex."
35229223,"This study investigated the possible link between subjective and objective sleep disturbances in inter-episode BD, changes in melatonin and cortisol levels, and circadian melatonin alignment."
33842153,"The medications used for PEP are known to have common neuropsychiatric side effects, renal toxicity and risk of hepatic injury."
33842153,The concomitant use of PEP and bipolar medications may have serious additive adverse effects which needs careful assessment and monitoring.
33842153,"PEP medications, in particular raltegravir, are known to have a common side effect of insomnia."
28295465,"In our university hospital (UZBrussel), one of the options to control post-operative pain after a Caesarean section under general anaesthesia is to administer piritramide by patient-controlled intravenous analgesia (PCIA)."
18513409,"Benzoylmesaconine (BMA) is the main Aconitum alkaloid in Radix Aconiti Lateralis Preparata (Fuzi, aconite roots) with potent pharmacological activities, such as analgesia and anti-inflammation."
35605954,"Subsequently, the single-site CuII can be reduced to CuI by the tumor-overexpressed glutathione (GSH), which simultaneously impaired the tumor antioxidant defense system and triggered CAI release for inducing intracellular H+ accumulation."
35605954,"Once reaching tumor sites, the CuII can be reduced to CuI by the tumor-overexpressed glutathione (GSH), which simultaneously impaired the tumor antioxidant system and triggered CAI release for inducing intracellular H+ accumulation."
35605918,"Alpinia officinarum Hance, a perennial natural medicine-food herb, has been traditionally used to treat colds, stomachache, and diabetes for thousands of years."
35605918,"1,7-Diphenyl-4E-en-3-heptanone (DPH5), a diarylheptanoid isolated from the rhizome of A. officinarum has been reported to be safe and to have antioxidant and hypoglycemic effects, suggesting its potential in the treatment of insulin resistance (IR)."
23002166,"We present a case of pellagra in an alcoholic who presented with the classical rash over the upper limbs along with electrocardiographic changes but without any cardiac symptoms, both of which resolved dramatically after he had been given niacin supplements."
22346361,The kappa-opioid agonist asimadoline is being evaluated in Phase III as a potential treatment for IBS.
22346361,"Asimadoline, to date, has shown a good safety profile and the target Phase III population - diarrhea-predominant IBS patients with at least moderate pain - was iteratively determined in a prospective manner from a Phase II dose-ranging study."
22346361,"Furthermore, the scientific rationale for the use of asimadoline in the treatment of IBS is reviewed."
20809870,"In a recently completed Phase II study, the kappa-opioid agonist, asimadoline, was shown to be efficacious in a prospectively defined subgroup of D-IBS patients."
18466359,"In models of irritable bowel syndrome (IBS), asimadoline, a kappa-opioid agonist, improves pain and abnormal bowel function."
34856412,"To explore the different roles of hepatic and intestinal FXR in liver FAO, FAO-associated metabolites, including acylcarnitines and fatty acids, and FXR target gene mRNAs were profiled using an integrated metabolomic and transcriptomic analysis in control (Fxrfl/fl), liver-specific Fxr-null (FxrΔHep) and intestine-specific Fxr-null (FxrΔIE) mice, treated either with the FXR agonist obeticholic acid (OCA) or vehicle (VEH)."
34856412,"Activation of FXR by OCA treatment significantly increased fatty acyl-CoA hydrolysis (Acot1) and decreased FAO-associated mRNAs in Fxrfl/fl mice, resulting in reduced levels of total acylcarnitines and relative accumulation of long/medium chain acylcarnitines and fatty acids in liver."
34856412,"FxrΔHep mice responded to OCA treatment in a manner similar to Fxrfl/fl mice while FxrΔIE mice responded differently, thus illustrating that intestinal FXR plays a critical role in the regulation of hepatic FAO."
34856412,"A significant negative-correlation between intestinal FXR-FGF15 and hepatic CREB-PGC1A pathways was observed after both VEH and OCA treatment, suggesting that OCA-induced activation of the intestinal FXR-FGF15 axis downregulates hepatic PGC1α signaling via inactivation of hepatic CREB, thus repressing FAO."
11080504,"The crystal structure of the tissue-type transglutaminase from red sea bream liver (fish-derived transglutaminase, FTG) has been determined at 2.5-A resolution using the molecular replacement method, based on the crystal structure of human blood coagulation factor XIII, which is a transglutaminase zymogen."
11080504,It is postulated that the binding of an inappropriate substrate to FTG would lead to inactivation of the enzyme because of the formation of a new disulfide bridge between Cys-272 and the adjacent Cys-333 immediately after the displacement of Tyr-515.
27022315,"Cannabis is useful in combatting anorexia, chemotherapy-induced nausea and vomiting, pain, insomnia, and depression."
27022315,"Inhaled cannabis is more effective than placebo in ameliorating peripheral neuropathy in a number of conditions, and it could prove useful in chemotherapy-induced neuropathy."
27022315,"A pharmacokinetic interaction study of vaporized cannabis in patients with chronic pain on stable doses of sustained-release opioids demonstrated no clinically significant change in plasma opiates, while suggesting the possibility of synergistic analgesia."
20814521,"To investigate the effects of a hydroalcoholic extract of the Sphaeranthus indicus (SIE) against experimentally induced anxiety, depression and convulsions in rodents."
20814521,The same doses were also used to evaluate its anticonvulsant effect on pentylenetetrazole (PTZ)-induced convulsions in mice and maximal electroshock (MES)-induced convulsions in rats.
34974122,"Strain 3-5 was identified as Bacillus amyloliquefaciens based on its morphological characteristics, 16S rDNA and gyrB gene sequence analysis."
34974122,B. amyloliquefaciens 3-5 has biological functions of indole-3-acetic acid (IAA) production and nitrogen fixation.
34974122,"Polymerase chain reaction (PCR) detection revealed that B. amyloliquefaciens 3-5 had 6 diverse antibacterial substance synthesis genes, named bacD, bacAB, ituD, ituC, sfP and albF, which resulted in the production of bacilysin, iturin, surfactin and subtilosin."
34974122,Field efficacy evaluation revealed that B. amyloliquefaciens 3-5 (solid fermentation) was successful in controlling potato scab with a 38.90 ± 3.2140% efficiency which is higher than other chemical bactericides except zhongshengmycin·oligosaccharins and kasugamycin·zhongshengmycin.
22967188,"Olanzapine is prescribed for a number of psychiatric disorders, including schizophrenia, bipolar mania, and unipolar and bipolar depression."
22967188,"Olanzapine treatment is associated with tolerability issues such as metabolic adverse effects (e.g. weight gain, increase in blood glucose, triglycerides and total cholesterol levels), extrapyramidal symptoms [EPS] (e.g. parkinsonism, akathisia, tardive dyskinesia) and sedative adverse effects."
22967188,"Unfortunately, there are no reported studies that investigated these differences in adverse effects associated with olanzapine treatment in psychiatric patients with different phenotypes."
21813076,Evaluate the long-term safety and tolerability of aripiprazole in the treatment of irritability in pediatric subjects (6-17 years) with autistic disorder.
12671946,"Its characteristics are orofacial dyskinesia, hyporeflexia, seizures, aberrant behavior, atrophy of the caudate and putamen, and acanthocytes in the blood with a normal level of lipoproteins."
12671946,Magnetic resonance imaging of the brain showed marked atrophy in the caudate and putamen; 18-fluorodeoxyglucose positron emission tomography scan showed hypometabolism in the striatum.
29677528,Arsenic is primarily observed in association with iron (hydr) oxides in fine intergrowth with phyllosilicates.
29677528,"Arsenic is trapped in oriented aggregates of crystalline iron (hydr)oxides nanoparticles, and this mechanism accounts for the low As bioaccessibility."
21443010,"Comparing with CK, the addition of DMA increased the concentrations of soil arsenic bounded to aluminum (Al-As), iron (Fe-As), calcium (Ca-As), which was possibly due to the adsorption or fixation of added DMA and its transformation products by the oxides or hydroxides of soil aluminum, iron, and calcium."
27785820,"Case reports and small case series suggest increased central nervous system (CNS) toxicity, especially convulsions, after overdose of mefenamic acid, compared with other nonsteroidal anti-inflammatory drugs (NSAIDs), although comparative epidemiological studies have not been conducted."
27785820,"The current study compared rates of CNS toxicity after overdose between mefenamic acid, ibuprofen, diclofenac and naproxen, as reported in telephone enquiries to the UK National Poisons Information Service (NPIS)."
29655116,"We studied the association of serum total cholesterol, high-density lipoprotein (HDL), low-density lipoprotein (LDL), and triglyceride (TG) levels in ADHD."
29655116,"Despite controlling for age, sex, and body mass index (BMI) variables, the total cholesterol and LDL levels were significantly higher in the ADHD group than the levels of healthy controls, whereas the TG and HDL cholesterol levels were similar among groups."
29655116,"Conners' rating scales, reflecting symptom severity, and total cholesterol, TG, HDL, and LDL levels of the ADHD group were not correlated."
33531089,We experienced a patient who had taken an overdose of duloxetine (780 mg) in combination with other drugs in a suicide attempt.
31581798,The aim of this study was to ascertain the prevalence of mood and anxiety disorder health care visits and antidepressant and anxiolytic prescriptions in 2015 as a function of gender incongruence diagnosis and gender-affirming hormone and surgical treatment in the entire Swedish population.
16545411,Exposure of the tracheal epithelium in Ussing chambers to diacetyl decreased transepithelial potential difference and resistance.
16545411,"These findings suggest that diacetyl exposure compromised epithelial barrier function, leading to hyperreactivity to mucosally applied MCh."
26078905,This case report outlines symptom subsidence of a patient with clozapine refractory paranoid schizophrenia and normal thyroid function who added levothyroxine to clozapine and found that symptoms of psychosis returned once levothyroxine was discontinued.
32376271,The treatment of depression in an epileptic patient could be very challenging because of drug selection or the fact that some antiepileptic drugs are known to cause depression.
32376271,"This study assessed if induction of epilepsy in rats will cause depressive-like behavior, alters the concentrations of metabotropic receptor 5 (mGluR5), glutamate transport protein (GLAST), glutamate synthase (GS) and brain derived neurotrophic factor (BDNF)."
33890388,The aim of this study was to evaluate the efficacy of lurasidone in acute schizophrenia in Japan and other countries.
31686823,"Here, NNT, NNH, and LHH were used to evaluate the clinical usefulness of aripiprazole lauroxil in patients with an acute schizophrenia exacerbation."
34411814,"Rice was subjected to different concentration of Cd and blueberry anthocyanin, and the effects on rice growth, antioxidative defense, Cd distribution in rice tissues, FTIR and TEM characterization of rice leaves were examined to explain the Cd reductions in rice grains and the protective mechanisms by blueberry anthocyanin."
