PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
22074583,"Theoretically the effect of melatonin could be more consistent at an earlier stage of the disease, i.e., mild cognitive impairment (MCI), an etiologically heterogeneous syndrome that precedes dementia.",melatonin,CHEMICAL,be consistent at earlier stage of,MCI,DISEASE
22074583,"Five double blind, randomized placebo-controlled trials and 1 open-label retrospective study (N = 651) all agree in indicating that treatment with daily evening melatonin improves sleep quality and cognitive performance in MCI.",melatonin,CHEMICAL,improve sleep quality and cognitive performance in,MCI,DISEASE
7757983,"In contrast to taxol, epothilones retain a much greater toxicity against P-glycoprotein-expressing multiple drug resistant cells.",epothilones,CHEMICAL,retain in contrast to,taxol greater toxicity,DISEASE
7757983,"In contrast to taxol, epothilones retain a much greater toxicity against P-glycoprotein-expressing multiple drug resistant cells.",epothilones,CHEMICAL,retain in contrast to,taxol greater toxicity,CHEMICAL
12614189,"The hypermetabolic response, which is mediated by hugely increased levels of circulating catecholamines, prostaglandins, glucagon and cortisol, causes profound skeletal muscle catabolism, immune deficiency, peripheral lipolysis, reduced bone mineralisation, reduced linear growth, and increased energy expenditure.",circulating catecholamines,CHEMICAL,cause,peripheral lipolysis,DISEASE
12614189,"The hypermetabolic response, which is mediated by hugely increased levels of circulating catecholamines, prostaglandins, glucagon and cortisol, causes profound skeletal muscle catabolism, immune deficiency, peripheral lipolysis, reduced bone mineralisation, reduced linear growth, and increased energy expenditure.",circulating catecholamines,CHEMICAL,cause,immune deficiency,DISEASE
12614189,"The hypermetabolic response, which is mediated by hugely increased levels of circulating catecholamines, prostaglandins, glucagon and cortisol, causes profound skeletal muscle catabolism, immune deficiency, peripheral lipolysis, reduced bone mineralisation, reduced linear growth, and increased energy expenditure.",hypermetabolic response,DISEASE,cause,peripheral lipolysis,DISEASE
12614189,"The hypermetabolic response, which is mediated by hugely increased levels of circulating catecholamines, prostaglandins, glucagon and cortisol, causes profound skeletal muscle catabolism, immune deficiency, peripheral lipolysis, reduced bone mineralisation, reduced linear growth, and increased energy expenditure.",hypermetabolic response,DISEASE,cause,immune deficiency,DISEASE
12614189,"Despite judicious use of topical and systemic antibiotics, opportunistic nosocomial bacterial resistance threatens to annul the improved survival of patients with severe burns.",opportunistic nosocomial bacterial resistance,MENTAL_HEALTH,annul improved survival of patients with,severe burns,DISEASE
12614189,"Despite judicious use of topical and systemic antibiotics, opportunistic nosocomial bacterial resistance threatens to annul the improved survival of patients with severe burns.",opportunistic nosocomial bacterial resistance,DISEASE,annul improved survival of patients with,severe burns,DISEASE
12614189,"Patterns of emerging resistance encountered in burn units need to be considered, in light of a decreasing antibiotic armamentarium.",emerging resistance,MENTAL_HEALTH,be considered in light of,antibiotic armamentarium,CHEBI
12614189,"Better analgesics, newer antibiotics and immune stimulating drugs are required to reduce mortality and morbidity in large burns.",newer antibiotics,CHEBI,reduce mortality and morbidity in,large burns,DISEASE
32901578,"Dual orexin receptor antagonists (DORAs) have been approved for the treatment of insomnia disorders (suvorexant, lemborexant) and drugs with a distinctive profile (daridorexant) or orexin-2 receptor selectivity (seltorexant) are in development.",Dual orexin receptor antagonists,CHEBI,be approved be for treatment of,suvorexant,CHEMICAL
32901578,"Dual orexin receptor antagonists (DORAs) have been approved for the treatment of insomnia disorders (suvorexant, lemborexant) and drugs with a distinctive profile (daridorexant) or orexin-2 receptor selectivity (seltorexant) are in development.",Dual orexin receptor antagonists,CHEBI,be approved be for treatment of,insomnia disorders,MENTAL_HEALTH
24194527,Atypical dopamine-uptake inhibitors have low abuse potential and may serve as leads for development of cocaine-abuse treatments.,Atypical dopamine-uptake inhibitors,CHEMICAL,have,abuse potential,DISEASE
19483071,Drugs that inhibit dopamine (DA) reuptake through actions at the dopamine transporter (DAT) have been proposed as candidates for development as pharmacotherapies for cocaine abuse.,dopamine transporter,CHEMICAL,be proposed as candidates for development as pharmacotherapies for,cocaine abuse,MENTAL_HEALTH
17897630,"The dopamine transporter has historically been a primary target for cocaine abuse medication development, but addictive liability and other confounds of such inhibitors of dopamine uptake have limited clinical evaluation and validation.",dopamine transporter,CHEMICAL,be primary target for,abuse medication,MENTAL_HEALTH
31788342,"We searched Medline, Embase, the Cochrane library, and clinicaltrials.gov from inception through June 23, 2017, to identify randomized controlled trials of the safety of DPP-4Is or GLP-1 RAs versus placebo or other antidiabetic drugs in T2DM patients.",DPP-4Is,CHEMICAL,have the safety in,T2DM patients,DISEASE
31788342,"We searched Medline, Embase, the Cochrane library, and clinicaltrials.gov from inception through June 23, 2017, to identify randomized controlled trials of the safety of DPP-4Is or GLP-1 RAs versus placebo or other antidiabetic drugs in T2DM patients.",GLP-1,CHEMICAL,have the safety in,T2DM patients,DISEASE
31788342,"Compared to insulin, thiazolidinediones, or placebo, GLP-1 RAs statistically significantly increased the risk of dizziness (odds ratios [ORs]: 1.92, 1.57, and 1.40, respectively) and headache (ORs: 1.34, 1.41, and 1.18, respectively).",GLP-1 RAs,CHEMICAL,compare to,thiazolidinediones,CHEBI
31788342,"Compared to insulin, thiazolidinediones, or placebo, GLP-1 RAs statistically significantly increased the risk of dizziness (odds ratios [ORs]: 1.92, 1.57, and 1.40, respectively) and headache (ORs: 1.34, 1.41, and 1.18, respectively).",GLP-1 RAs,CHEMICAL,increase risk of,headache,MENTAL_HEALTH
31788342,"Compared to insulin, thiazolidinediones, or placebo, GLP-1 RAs statistically significantly increased the risk of dizziness (odds ratios [ORs]: 1.92, 1.57, and 1.40, respectively) and headache (ORs: 1.34, 1.41, and 1.18, respectively).",GLP-1 RAs,CHEMICAL,increase risk of,dizziness,DISEASE
31788342,"DPP-4Is increased the risk of headache (OR: 1.22, 95% confidence interval [CI]: 1.02 to 1.46; moderate quality) and dizziness (OR: 1.46, 95% CI: 1.05 to 2.03; moderate quality) compared to insulin.",DPP-4Is,CHEMICAL,increase risk of,headache,MENTAL_HEALTH
31788342,"DPP-4Is increased the risk of headache (OR: 1.22, 95% confidence interval [CI]: 1.02 to 1.46; moderate quality) and dizziness (OR: 1.46, 95% CI: 1.05 to 2.03; moderate quality) compared to insulin.",DPP-4Is,CHEMICAL,increase risk of,dizziness,DISEASE
31788342,"Of the incretin-based therapies, DPP-4Is had a lower risk of dizziness than GLP-1 RAs (OR: 0.76, 95% CI: 0.67 to 0.87; high quality).",DPP-4Is,CHEMICAL,have,dizziness,DISEASE
31788342,"Of the incretin-based therapies, DPP-4Is had a lower risk of dizziness than GLP-1 RAs (OR: 0.76, 95% CI: 0.67 to 0.87; high quality).",DPP-4Is,CHEMICAL,have,GLP-1 RAs,CHEMICAL
31788342,"Ranking probability analysis indicated that GLP-1 RAs may have the greatest risk of both dizziness and headache among the nine treatments (22.5% and 23.4%, respectively), whereas DPP-4Is were in the middle (46.2% and 45.0%, respectively).",GLP-1 RAs,CHEMICAL,have greatest risk of,headache,MENTAL_HEALTH
31788342,"Ranking probability analysis indicated that GLP-1 RAs may have the greatest risk of both dizziness and headache among the nine treatments (22.5% and 23.4%, respectively), whereas DPP-4Is were in the middle (46.2% and 45.0%, respectively).",GLP-1 RAs,CHEMICAL,have greatest risk of,dizziness,DISEASE
26177483,Glucagon-like peptide-1 (GLP-1) receptor agonists are a class of injective anti-diabetic drugs that improve glycemic control and many other atherosclerosis-related parameters in patients with type 2 diabetes (T2D).,many other atherosclerosis-related parameters,DISEASE,in patients with,type diabetes,DISEASE
26177483,"Concerns have been expressed regarding the effects of these drugs on pancreatic and thyroid tissue, since animal studies and analyses of drug databases indicate an association of GLP-1 receptor agonists with pancreatitis, pancreatic cancer, and thyroid cancer.",drug databases,CHEBI,indicate association of glp-1 receptor agonists with,pancreatitis,DISEASE
26177483,"Concerns have been expressed regarding the effects of these drugs on pancreatic and thyroid tissue, since animal studies and analyses of drug databases indicate an association of GLP-1 receptor agonists with pancreatitis, pancreatic cancer, and thyroid cancer.",drug databases,CHEBI,indicate association of glp-1 receptor agonists with,pancreatic cancer,DISEASE
26177483,"Concerns have been expressed regarding the effects of these drugs on pancreatic and thyroid tissue, since animal studies and analyses of drug databases indicate an association of GLP-1 receptor agonists with pancreatitis, pancreatic cancer, and thyroid cancer.",drug databases,CHEBI,indicate association of glp-1 receptor agonists with,thyroid cancer,DISEASE
26177483,"Concerns have been expressed regarding the effects of these drugs on pancreatic and thyroid tissue, since animal studies and analyses of drug databases indicate an association of GLP-1 receptor agonists with pancreatitis, pancreatic cancer, and thyroid cancer.",drug databases,CHEBI,indicate association of,GLP-1 receptor agonists,CHEBI
26177483,"Concerns have been expressed regarding the effects of these drugs on pancreatic and thyroid tissue, since animal studies and analyses of drug databases indicate an association of GLP-1 receptor agonists with pancreatitis, pancreatic cancer, and thyroid cancer.",drug databases,CHEBI,indicate association of,GLP-1 receptor agonists,CHEMICAL
30537101,"Although FGFR inhibitors are undergoing clinical trials for treatment of several cancer types, little is known about the mechanism by which they induce cell death.",FGFR inhibitors,CHEBI,undergo clinical trials for treatment of,several cancer types,DISEASE
19499625,The third study was an open-label add-on trial of EPA in bipolar depression.,EPA,CHEMICAL,have an open-label add-on trial in,bipolar depression,MENTAL_HEALTH
19499625,Twelve bipolar outpatients with depressive symptoms were treated with 1.5-2.0 g/day of EPA for up to 6 months.,bipolar outpatients,DISEASE,be treated with,EPA,CHEMICAL
19499625,Twelve bipolar outpatients with depressive symptoms were treated with 1.5-2.0 g/day of EPA for up to 6 months.,depressive symptoms,DISEASE,be treated with,EPA,CHEMICAL
19499625,Omega-3 fatty acids were shown to be more effective than placebo for depression in both adults and children in small controlled studies and in an open study of bipolar depression.,Omega-3 fatty acids,NUTRITION,controlled studies and in open study of,bipolar depression,MENTAL_HEALTH
23635459,"Reiter's syndrome was diagnosed, and subsequently, an antitubercular agent, a nonsteroidal antiinflammatory drug and a corticosteroid were administered.",Reiter's syndrome,DISEASE,be diagnosed,nonsteroidal antiinflammatory drug,CHEBI
23635459,"Reiter's syndrome was diagnosed, and subsequently, an antitubercular agent, a nonsteroidal antiinflammatory drug and a corticosteroid were administered.",Reiter's syndrome,DISEASE,be diagnosed,antitubercular agent,CHEBI
23635459,Reiter syndrome is an uncommon complication after intravesical BCG immunotherapy.,Reiter syndrome,DISEASE,be uncommon complication after,intravesical BCG immunotherapy,CHEMICAL
24008068,"Kawasaki disease is an acute, self-limiting vasculitis of unknown origin, characterized by fever, palms and soles edema, cervical lymphadenopathy, strawberry tongue, and non-exudative conjunctivitis.",Kawasaki disease,DISEASE,be acute vasculitis of,non-exudative conjunctivitis,DISEASE
24008068,"Kawasaki disease is an acute, self-limiting vasculitis of unknown origin, characterized by fever, palms and soles edema, cervical lymphadenopathy, strawberry tongue, and non-exudative conjunctivitis.",Kawasaki disease,DISEASE,be acute vasculitis of,fever,DISEASE
24008068,"Kawasaki disease is an acute, self-limiting vasculitis of unknown origin, characterized by fever, palms and soles edema, cervical lymphadenopathy, strawberry tongue, and non-exudative conjunctivitis.",Kawasaki disease,DISEASE,be acute vasculitis of,soles edema,DISEASE
24008068,"Kawasaki disease is an acute, self-limiting vasculitis of unknown origin, characterized by fever, palms and soles edema, cervical lymphadenopathy, strawberry tongue, and non-exudative conjunctivitis.",Kawasaki disease,DISEASE,be acute vasculitis of,strawberry tongue,NUTRITION
24008068,"Kawasaki disease is an acute, self-limiting vasculitis of unknown origin, characterized by fever, palms and soles edema, cervical lymphadenopathy, strawberry tongue, and non-exudative conjunctivitis.",Kawasaki disease,DISEASE,be,acute vasculitis,DISEASE
22748970,"A sprinkle capsule formulation containing enteric-coated, delayed-release rabeprazole granules is being developed for the treatment of children with gastrointestinal reflux disease.",sprinkle,CHEMICAL,be developed for treatment of children with,gastrointestinal reflux disease,DISEASE
35421841,The ongoing emergence of severe acute respiratory syndrome caused by the new coronavirus (SARS-CoV-2) variants requires swift actions in identifying specific antigens and optimizing vaccine development to maximize the humoral response of the patient.,severe acute respiratory syndrome,DISEASE,identify,specific antigens,CHEBI
32812241,Acetoanaerobium sticklandii DSM 519 is a hyperammonia-producing anaerobe that catabolizes proteins and amino acids into organic solvents and volatile acids via the Stickland reactions.,Acetoanaerobium sticklandii DSM,CHEMICAL,be,hyperammonia-producing anaerobe,DISEASE
30283705,"In this study, we investigated the effects of auraptene on tumor migration, invasion and matrix metalloproteinase (MMP)-2 and -9 enzymes activity.",auraptene,CHEMICAL,have the effects on,tumor migration,DISEASE
23478692,"In Brazil, a mixture of cereals known as ""Human Ration"" (HR) has been consumed as a substitute for meals due to effects in satiation and weight loss.",mixture,CHEBI,substitute for meals due effects in,satiation weight loss,DISEASE
20446691,A few three-dimensional structures of these carotenoid complexes have been determined by X-ray crystallography.,carotenoid complexes,CHEBI,be determined by,X-ray crystallography,DISEASE
20446691,The carotenoids in these pigment-protein complexes transfer energy with high efficiency by optimizing both the distance and orientation of the carotenoid donor and chlorophyll acceptor molecules.,carotenoids,CHEBI,optimize distance and orientation of,carotenoid donor,CHEBI
20446691,The carotenoids in these pigment-protein complexes transfer energy with high efficiency by optimizing both the distance and orientation of the carotenoid donor and chlorophyll acceptor molecules.,carotenoids,CHEBI,optimize distance and orientation of,chlorophyll,CHEMICAL
20446691,The carotenoids in these pigment-protein complexes transfer energy with high efficiency by optimizing both the distance and orientation of the carotenoid donor and chlorophyll acceptor molecules.,carotenoids,CHEBI,optimize,orientation,MENTAL_HEALTH
11115641,The calculated efficiency of excitation energy transfer from the violaxanthin pool assumed to remain in conformation all-trans was found to be almost independent on the orientation angle within a variability range.,all-trans,CHEMICAL,be found to independent on,orientation angle,MENTAL_HEALTH
29558000,Cobalamin C (Cbl C) defect is a genetic disorder of cobalamin metabolism and is a rare cause of HUS.,Cobalamin C Cbl C defect,CHEMICAL,be genetic disorder of,cobalamin metabolism,CHEMICAL
25845692,"REM sleep behavior disorder (RBD) can be induced by antidepressants, especially serotonin reuptake inhibitors (SSRI), thus a role of the serotonergic system in the pathogenesis of RBD has been proposed.",REM sleep behavior disorder,MENTAL_HEALTH,be induced by,SSRI,CHEBI
25845692,"REM sleep behavior disorder (RBD) can be induced by antidepressants, especially serotonin reuptake inhibitors (SSRI), thus a role of the serotonergic system in the pathogenesis of RBD has been proposed.",REM sleep behavior disorder,MENTAL_HEALTH,be induced by,serotonin reuptake inhibitors,CHEMICAL
25845692,"REM sleep behavior disorder (RBD) can be induced by antidepressants, especially serotonin reuptake inhibitors (SSRI), thus a role of the serotonergic system in the pathogenesis of RBD has been proposed.",REM sleep behavior disorder,MENTAL_HEALTH,be induced by,antidepressants,CHEMICAL
24532378,"We favor the selective serotonin reuptake inhibitors (SSRIs) in general for both depression and anxiety because of their relative freedom from side effects but will often choose mirtazapine if insomnia or weight loss is a problem, clonazepam for anxiety without depression if an SSRI is insufficient or if REM sleep behavior disorder is a problem, or a tricyclic antidepressant if drooling is troubling and the patient is not demented.",weight loss,DISEASE,choose,mirtazapine,CHEMICAL
23350261,"Appropriate estro-progestagen therapy improves the quality of life and prevents complications such as cardiovascular diseases, osteoporosis, stroke etc.",Appropriate estro-progestagen therapy,CHEMICAL,prevent complications such as,cardiovascular diseases,DISEASE
23350261,"Appropriate estro-progestagen therapy improves the quality of life and prevents complications such as cardiovascular diseases, osteoporosis, stroke etc.",Appropriate estro-progestagen therapy,CHEMICAL,prevent complications such as,stroke,DISEASE
23350261,"Appropriate estro-progestagen therapy improves the quality of life and prevents complications such as cardiovascular diseases, osteoporosis, stroke etc.",Appropriate estro-progestagen therapy,CHEMICAL,prevent complications such as,osteoporosis,DISEASE
33685864,Vitamin D receptor activators and calcimimetics (calcium-sensing receptor agonists) are two major options for medical treatment of secondary hyperparathyroidism.,Vitamin D receptor activators,CHEBI,be major options for medical treatment of,secondary hyperparathyroidism,DISEASE
23791617,"While AMPH caused hyperlocomotion in HVF and, to a less extent, in SO- and FO-groups, a better memory performance was observed in FO group.",AMPH,CHEMICAL,cause hyperlocomotion in,HVF,DISEASE
23791617,"Among vehicle-groups, HVF increased reactive species (RS) generation and protein-carbonyl (PC) levels in cortex; FO reduced RS generation in hippocampus and decreased PC levels in hippocampus and striatum.",FO,CHEMICAL,reduce,RS generation,DISEASE
23791617,"Among AMPH-treated animals, HVF exacerbated RS generation in all evaluated brain areas and increased PC levels in cortex and striatum; FO reduced RS generation in hippocampus and decreased PC levels in hippocampus and striatum.",FO,CHEMICAL,reduce,RS generation,DISEASE
23791617,"FO was related to higher percentage of polyunsaturated fatty acids (PUFA) and docosahexaenoic acid (DHA) in cortex and striatum, while HVF was associated to higher incorporation of TFA in cortex, hippocampus and striatum, besides increased n-6/n-3 FA ratio in striatum.",FO,CHEMICAL,be related to higher percentage of,docosahexaenoic acid,CHEMICAL
23791617,"FO was related to higher percentage of polyunsaturated fatty acids (PUFA) and docosahexaenoic acid (DHA) in cortex and striatum, while HVF was associated to higher incorporation of TFA in cortex, hippocampus and striatum, besides increased n-6/n-3 FA ratio in striatum.",FO,CHEMICAL,be related to higher percentage of,PUFA,CHEMICAL
23791617,"FO was related to higher percentage of polyunsaturated fatty acids (PUFA) and docosahexaenoic acid (DHA) in cortex and striatum, while HVF was associated to higher incorporation of TFA in cortex, hippocampus and striatum, besides increased n-6/n-3 FA ratio in striatum.",FO,CHEMICAL,be related to higher percentage of,increased n-6/n-3 FA ratio,CHEMICAL
23791617,"FO was related to higher percentage of polyunsaturated fatty acids (PUFA) and docosahexaenoic acid (DHA) in cortex and striatum, while HVF was associated to higher incorporation of TFA in cortex, hippocampus and striatum, besides increased n-6/n-3 FA ratio in striatum.",FO,CHEMICAL,be related to higher percentage of,DHA,CHEMICAL
23791617,"FO was related to higher percentage of polyunsaturated fatty acids (PUFA) and docosahexaenoic acid (DHA) in cortex and striatum, while HVF was associated to higher incorporation of TFA in cortex, hippocampus and striatum, besides increased n-6/n-3 FA ratio in striatum.",FO,CHEMICAL,be related to higher percentage of,polyunsaturated fatty acids,NUTRITION
23040317,"In a monkey model, injections of GABA-antagonist into the striatum enabled us to produce tic-like movements, hyperactivity and stereotyped behaviours.",GABA-antagonist,CHEMICAL,produce,tic-like movements,DISEASE
23040317,"In a monkey model, injections of GABA-antagonist into the striatum enabled us to produce tic-like movements, hyperactivity and stereotyped behaviours.",GABA-antagonist,CHEMICAL,produce,hyperactivity,MENTAL_HEALTH
34906709,"In this work, a novel flat-panel photobioreactor (FPP) was used for maximization of biomass and lutein production and CO2 fixation by a lutein-rich C. sorokiniana TH01.",FPP,CHEMICAL,be used in work for maximization of,lutein,CHEBI
34906709,"In this work, a novel flat-panel photobioreactor (FPP) was used for maximization of biomass and lutein production and CO2 fixation by a lutein-rich C. sorokiniana TH01.",FPP,CHEMICAL,be used in work for maximization of,CO2 fixation,MENTAL_HEALTH
34906709,"In this work, a novel flat-panel photobioreactor (FPP) was used for maximization of biomass and lutein production and CO2 fixation by a lutein-rich C. sorokiniana TH01.",FPP,CHEMICAL,be used in work for maximization of,CO2 fixation,CHEMICAL
33525716,"The most effective solvent for lutein recovery was identified as 100% methanol, and the optimum condition was determined (42.4 °C, 4.0 h and 125 g/L biomass loading) by calculation of the multiple regression model.",lutein recovery,CHEBI,be identified as,% methanol,CHEMICAL
9134211,"administration of both MCCG and MAP4 significantly decreased the time spent in withdrawal, MCPG and MCCG reduced the frequency of jumps and wet dog shakes and attenuated the severity of agitation.",MCCG,CHEMICAL,attenuate severity of,agitation,MENTAL_HEALTH
9134211,"administration of both MCCG and MAP4 significantly decreased the time spent in withdrawal, MCPG and MCCG reduced the frequency of jumps and wet dog shakes and attenuated the severity of agitation.",MCCG,CHEMICAL,decrease,MCPG,CHEMICAL
9134211,"administration of both MCCG and MAP4 significantly decreased the time spent in withdrawal, MCPG and MCCG reduced the frequency of jumps and wet dog shakes and attenuated the severity of agitation.",MCCG,CHEMICAL,decrease,MCCG,CHEMICAL
23179164,"Three individuals of silver carp (Hypophthalmichthys molitrix) were collected biweekly from Paranoá Lake (DF, Brazil) for analysis of microcystin (MC) concentrations in their muscle and liver tissue.",Hypophthalmichthys molitrix,NUTRITION,be collected from,liver tissue,DISEASE
23179164,"Three individuals of silver carp (Hypophthalmichthys molitrix) were collected biweekly from Paranoá Lake (DF, Brazil) for analysis of microcystin (MC) concentrations in their muscle and liver tissue.",silver carp,CHEMICAL,be collected from,liver tissue,DISEASE
35165338,Site markers displacement assay projected subdomain IIA as the binding site of trans-resveratrol to HSA.,displacement assay,MENTAL_HEALTH,binding site of,trans-resveratrol,CHEMICAL
34308039,The competing capability of warfarin for AFB1 was higher than ibuprofen as calculated from site marker displacement assay.,warfarin,CHEMICAL,calculate from,site marker displacement assay,MENTAL_HEALTH
34308039,The competing capability of warfarin for AFB1 was higher than ibuprofen as calculated from site marker displacement assay.,AFB1,CHEMICAL,calculate from,site marker displacement assay,MENTAL_HEALTH
34308039,The competing capability of warfarin for AFB1 was higher than ibuprofen as calculated from site marker displacement assay.,warfarin,CHEMICAL,be,ibuprofen,CHEMICAL
34308039,The competing capability of warfarin for AFB1 was higher than ibuprofen as calculated from site marker displacement assay.,AFB1,CHEMICAL,be,ibuprofen,CHEMICAL
34308039,The competing capability of warfarin for AFB1 was higher than ibuprofen as calculated from site marker displacement assay.,warfarin,CHEMICAL,have the competing capability for,AFB1,CHEMICAL
35336684,"Moreover, the genotypes of 271-58-24, 261-65-19, 77-1-47, and 'Jonkheer van Tets' were found to have less cold damage during the cold periods.",Jonkheer van Tets,CHEMICAL,have,cold damage,DISEASE
22675118,We found that the extracellular plant immune receptor protein Cf-2 of the red currant tomato (Solanum pimpinellifolium) has acquired dual resistance specificity by sensing perturbations in a common virulence target of two independently evolved effectors of a fungus and a nematode.,red currant tomato,NUTRITION,acquire,dual resistance specificity,MENTAL_HEALTH
33771554,"Adenosine receptor antagonist, 1,3-dipropyl-8-cyclopentylxanthine (DPCPX), blocked the intracisternal ghrelin-induced improvement of intestinal hyperpermeability while dopamine, cannabinoid or opioid receptor antagonist failed to prevent it.","1,3-dipropyl-8-cyclopentylxanthine",CHEMICAL,block intracisternal ghrelin-induced improvement of,intestinal hyperpermeability,DISEASE
33771554,"Adenosine receptor antagonist, 1,3-dipropyl-8-cyclopentylxanthine (DPCPX), blocked the intracisternal ghrelin-induced improvement of intestinal hyperpermeability while dopamine, cannabinoid or opioid receptor antagonist failed to prevent it.",Adenosine receptor antagonist,CHEBI,block intracisternal ghrelin-induced improvement of,intestinal hyperpermeability,DISEASE
33771554,"Intracisternal injection of adenosine A2B agonist but not adenosine A1 agonist improved colonic hyperpermeability, while peripheral injection of adenosine A2B agonist failed to improve it.",adenosine A2B agonist adenosine A1 agonist,CHEBI,improve,colonic hyperpermeability,DISEASE
33771554,"Intracisternal injection of adenosine A2B agonist but not adenosine A1 agonist improved colonic hyperpermeability, while peripheral injection of adenosine A2B agonist failed to improve it.",adenosine A2B agonist adenosine A1 agonist,CHEMICAL,improve,colonic hyperpermeability,DISEASE
33771554,"Adenosine A2B specific antagonist, alloxazine blocked the ghrelin- or central vagal stimulation by 2-deoxy-d-glucose-induced improvement of intestinal hyperpermeability.",alloxazine,CHEMICAL,block ghrelin- or central vagal stimulation by 2-deoxy-d-glucose-induced improvement of,intestinal hyperpermeability,DISEASE
33771554,"Adenosine A2B specific antagonist, alloxazine blocked the ghrelin- or central vagal stimulation by 2-deoxy-d-glucose-induced improvement of intestinal hyperpermeability.",specific antagonist,CHEBI,block ghrelin- or central vagal stimulation by 2-deoxy-d-glucose-induced improvement of,intestinal hyperpermeability,DISEASE
33646165,"Adenosine, a ubiquitous nucleoside, plays a key role in neurodegeneration, through interaction with four receptor subtypes.",Adenosine,CHEMICAL,play key role in,neurodegeneration,DISEASE
33646165,"Adenosine, a ubiquitous nucleoside, plays a key role in neurodegeneration, through interaction with four receptor subtypes.",ubiquitous nucleoside,CHEMICAL,play key role in,neurodegeneration,DISEASE
23241554,"Since caffeine (an adenosine receptor antagonist) and selective antagonists of adenosine A2A receptors modify the course of memory impairment in different amyloid-β-based experimental models of AD, we now tested the impact of caffeine on STZ-induced dementia and associated neurodegeneration in the hippocampus as well as on the expression and density of adenosine receptors.",caffeine,CHEMICAL,modify course of,memory impairment,DISEASE
23241554,"Since caffeine (an adenosine receptor antagonist) and selective antagonists of adenosine A2A receptors modify the course of memory impairment in different amyloid-β-based experimental models of AD, we now tested the impact of caffeine on STZ-induced dementia and associated neurodegeneration in the hippocampus as well as on the expression and density of adenosine receptors.",adenosine receptor antagonist,CHEBI,modify course of,memory impairment,DISEASE
23241554,"Since caffeine (an adenosine receptor antagonist) and selective antagonists of adenosine A2A receptors modify the course of memory impairment in different amyloid-β-based experimental models of AD, we now tested the impact of caffeine on STZ-induced dementia and associated neurodegeneration in the hippocampus as well as on the expression and density of adenosine receptors.",adenosine A2A receptors,CHEMICAL,modify course of,memory impairment,DISEASE
23241554,"Since caffeine (an adenosine receptor antagonist) and selective antagonists of adenosine A2A receptors modify the course of memory impairment in different amyloid-β-based experimental models of AD, we now tested the impact of caffeine on STZ-induced dementia and associated neurodegeneration in the hippocampus as well as on the expression and density of adenosine receptors.",selective antagonists,CHEBI,modify course of,memory impairment,DISEASE
23241554,Caffeine consumption (1 g/L in the drinking water starting 2 weeks before the STZ challenge) prevented the STZ-induced memory impairment and neurodegeneration as well as the upregulation of A2AR.,Caffeine consumption,CHEMICAL,prevent,STZ-induced memory impairment,DISEASE
23241554,Caffeine consumption (1 g/L in the drinking water starting 2 weeks before the STZ challenge) prevented the STZ-induced memory impairment and neurodegeneration as well as the upregulation of A2AR.,Caffeine consumption,CHEMICAL,prevent,neurodegeneration,DISEASE
23241554,These findings provide the first demonstration that caffeine prevents sporadic dementia and implicate the control of central A2AR as its likely mechanism of action.,caffeine,CHEMICAL,prevent,sporadic dementia,MENTAL_HEALTH
30791771,Linaclotide is approved for treating irritable bowel syndrome with constipation (IBS-C; 290 µg QD) and chronic idiopathic constipation (CIC; 145 µg or 72 µg QD).,Linaclotide,CHEMICAL,treat,irritable bowel syndrome,DISEASE
30791771,Linaclotide is approved for treating irritable bowel syndrome with constipation (IBS-C; 290 µg QD) and chronic idiopathic constipation (CIC; 145 µg or 72 µg QD).,Linaclotide,CHEMICAL,be approved,IBS-C,DISEASE
34944695,"A six-month double-blind, placebo-controlled randomized study was conducted to ascertain whether low-dose daily niacin supplementation would improve motor symptoms in Parkinson's disease (PD) patients.",low-dose daily niacin supplementation,CHEMICAL,improve motor symptoms in parkinson's,PD,DISEASE
34944695,"A six-month double-blind, placebo-controlled randomized study was conducted to ascertain whether low-dose daily niacin supplementation would improve motor symptoms in Parkinson's disease (PD) patients.",low-dose daily niacin supplementation,CHEBI,improve motor symptoms in parkinson's,PD,DISEASE
34944695,A total of 47 PD patients were assigned to receive low-dose niacin or a placebo.,PD patients,DISEASE,receive,low-dose niacin,CHEBI
3803759,"At pH 7.40 and 25 degrees C the dissociation constant Kd of this complex and the rate constant k2 of cleavage of soman by beta-cyclodextrin are (0.53 +/- 0.05) mM and (5.9 +/- 0.6) X 10(-2) min-1, respectively.",beta-cyclodextrin,NUTRITION,have cleavage of,soman,CHEMICAL
32992000,Therapy with oral fucose led to the disappearance of the chronic skin infections and improvements in behavior and attention span.,oral fucose,CHEMICAL,lead to disappearance of,chronic skin infections,DISEASE
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",Analgesic efficacy,CHEBI,appear comparable to,pentazocine,CHEMICAL
